num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
3	9	0	0:original; 1:retrain; 2:unlearn	1.0220230102539063	0.0015976707140604655	0.54483	7.26988	7.27354	0.9994968062319036	-42.0	-50.0	-8.0	0.5883	0.5917	0.5946	0.64	0.6391	0.6309
3	9	1	0:original; 1:retrain; 2:unlearn	1.0254454970359803	0.0014094154040018717	0.64885	7.26988	7.27196	0.9997139698238163	-12.0	-50.0	-38.0	0.5883	0.5887	0.5946	0.64	0.6407	0.6309
3	9	2	0:original; 1:retrain; 2:unlearn	0.9763522028923035	0.0018182794253031413	0.801	7.26988	7.28277	0.9982300690533958	91.0	-50.0	-141.0	0.5883	0.5831	0.5946	0.64	0.6376	0.6309
3	82	0	0:original; 1:retrain; 2:unlearn	0.9766645908355713	0.0019258658091227214	0.41385	7.2677	7.26104	1.0009172239789341	39.0	1.0	-38.0	0.5883	0.5862	0.5972	0.64	0.6379	0.627
3	82	1	0:original; 1:retrain; 2:unlearn	1.0631664315859477	0.0024571816126505532	0.77805	7.2677	7.27548	0.9989306547471781	78.0	1.0	-77.0	0.5883	0.5844	0.5972	0.64	0.6386	0.627
3	82	2	0:original; 1:retrain; 2:unlearn	1.0014925281206766	0.001919404665629069	0.63544	7.2677	7.28035	0.9982624461736042	91.0	1.0	-90.0	0.5883	0.5831	0.5972	0.64	0.6377	0.627
3	815	0	0:original; 1:retrain; 2:unlearn	1.0183863560358684	0.002869880199432373	0.60131	7.26686	7.26052	1.00087321569254	21.0	-67.0	-88.0	0.5883	0.5872	0.5955	0.64	0.6366	0.6453
3	815	1	0:original; 1:retrain; 2:unlearn	1.0013966759045918	0.0019424796104431153	0.82223	7.26686	7.28767	0.9971444919981284	-83.0	-67.0	16.0	0.5883	0.5937	0.5955	0.64	0.6409	0.6453
3	815	2	0:original; 1:retrain; 2:unlearn	1.0513267238934836	0.0018074671427408854	0.74905	7.26686	7.26419	1.0003675564653458	12.0	-67.0	-79.0	0.5883	0.5878	0.5955	0.64	0.6374	0.6453
3	4071	0	0:original; 1:retrain; 2:unlearn	0.9865873058636984	0.0026760419209798177	0.3539	7.26683	7.25063	1.002234288606645	-2.0	-56.0	-54.0	0.5883	0.5894	0.5947	0.64	0.6376	0.6439
3	4071	1	0:original; 1:retrain; 2:unlearn	0.9657374103864034	0.003243255615234375	0.4161	7.26683	7.25425	1.0017341558396802	7.0	-56.0	-63.0	0.5883	0.5883	0.5947	0.64	0.6368	0.6439
3	4071	2	0:original; 1:retrain; 2:unlearn	0.9565005302429199	0.0022529045740763347	0.47305	7.26683	7.26465	1.0003000832799929	-12.0	-56.0	-44.0	0.5883	0.589	0.5947	0.64	0.6405	0.6439
3	8142	0	0:original; 1:retrain; 2:unlearn	0.86121080716451	0.002802836894989014	0.81143	7.2669	7.24989	1.0023462424947136	14.0	-89.0	-103.0	0.5883	0.5881	0.5973	0.64	0.6367	0.6433
3	8142	1	0:original; 1:retrain; 2:unlearn	0.8567367315292358	0.0032899101575215657	0.35731	7.2669	7.24863	1.0025204762831044	-32.0	-89.0	-57.0	0.5883	0.5914	0.5973	0.64	0.638	0.6433
3	8142	2	0:original; 1:retrain; 2:unlearn	0.8473736405372619	0.002668102582295736	0.74256	7.2669	7.24916	1.0024471800870722	-38.0	-89.0	-51.0	0.5883	0.5914	0.5973	0.64	0.6387	0.6433
3	16283	0	0:original; 1:retrain; 2:unlearn	0.7945032358169556	0.004100386301676432	0.81476	7.26695	7.24578	1.0029217006312638	-76.0	-114.0	-38.0	0.5883	0.5945	0.5991	0.64	0.6391	0.6428
3	16283	1	0:original; 1:retrain; 2:unlearn	0.7693952163060506	0.003090941905975342	0.79883	7.26695	7.23129	1.0049313469657557	-53.0	-114.0	-61.0	0.5883	0.5926	0.5991	0.64	0.6384	0.6428
3	16283	2	0:original; 1:retrain; 2:unlearn	0.7752904375394185	0.0031410614649454755	0.73218	7.26695	7.25939	1.0010414098154252	82.0	-114.0	-196.0	0.5883	0.5848	0.5991	0.64	0.6371	0.6428
