num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
1	4	0	0:original; 1:retrain; 2:unlearn	0.350320831934611	0.00045551856358846027	0.19377	7.8571	7.94071	0.9894707148353232	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7062	0.7843
1	4	1	0:original; 1:retrain; 2:unlearn	0.3198704719543457	0.00035631656646728516	0.15488	7.8571	7.93152	0.9906171830872267	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7067	0.7843
1	4	2	0:original; 1:retrain; 2:unlearn	0.2988567630449931	0.0003012339274088542	0.09872	7.8571	7.86753	0.9986742980325464	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7066	0.7843
1	33	0	0:original; 1:retrain; 2:unlearn	0.3739199717839559	0.0004662791887919108	0.12201	7.84724	7.84851	0.9998381858467403	0.0	-9.0	-9.0	0.5	0.5	0.5076	0.7066	0.7071	0.761
1	33	1	0:original; 1:retrain; 2:unlearn	0.3022266189257304	0.0004538059234619141	0.11215	7.84724	7.8781	0.9960828118454957	0.0	-9.0	-9.0	0.5	0.5	0.5076	0.7066	0.7074	0.761
1	33	2	0:original; 1:retrain; 2:unlearn	0.3492313543955485	0.0004587888717651367	0.17228	7.84724	7.91522	0.9914114831931393	0.0	-9.0	-9.0	0.5	0.5	0.5076	0.7066	0.7065	0.761
1	330	0	0:original; 1:retrain; 2:unlearn	0.30216718912124635	0.00043305555979410805	0.14282	7.84456	7.8863	0.9947072771768763	0.0	-10.0	-10.0	0.5	0.5	0.5063	0.7066	0.7066	0.7573
1	330	1	0:original; 1:retrain; 2:unlearn	0.2875148375829061	0.0003906170527140299	0.17343	7.84456	7.88531	0.9948321625909445	0.0	-10.0	-10.0	0.5	0.5	0.5063	0.7066	0.7065	0.7573
1	330	2	0:original; 1:retrain; 2:unlearn	0.2764156381289164	0.0004067858060201009	0.15233	7.84456	7.80773	1.004717120084839	0.0	-10.0	-10.0	0.5	0.5	0.5063	0.7066	0.7072	0.7573
1	1648	0	0:original; 1:retrain; 2:unlearn	0.2747758150100708	0.0004826505978902181	0.17617	7.8436	7.80755	1.0046173255374606	0.0	-5.0	-5.0	0.5	0.5	0.5036	0.7066	0.7074	0.7579
1	1648	1	0:original; 1:retrain; 2:unlearn	0.2771114428838094	0.0004541158676147461	0.22793	7.8436	7.80057	1.0055162635550994	0.0	-5.0	-5.0	0.5	0.5	0.5036	0.7066	0.7065	0.7579
1	1648	2	0:original; 1:retrain; 2:unlearn	0.2809142271677653	0.0004475553830464681	0.2144	7.8436	7.83598	1.0009724373977473	0.0	-5.0	-5.0	0.5	0.5	0.5036	0.7066	0.7069	0.7579
1	3295	0	0:original; 1:retrain; 2:unlearn	0.26378705104192096	0.0005160331726074219	0.21304	7.84447	7.72653	1.0152642906971177	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7075	0.7591
1	3295	1	0:original; 1:retrain; 2:unlearn	0.24543956120808919	0.0004706621170043945	0.19514	7.84447	7.70824	1.0176732950712484	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7073	0.7591
1	3295	2	0:original; 1:retrain; 2:unlearn	0.263874610265096	0.000516049067179362	0.25298	7.84447	7.67477	1.0221114118077805	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.707	0.7591
1	6590	0	0:original; 1:retrain; 2:unlearn	0.23848528861999513	0.0006048281987508138	0.33863	7.84405	7.60189	1.0318552360005209	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7088	0.7585
1	6590	1	0:original; 1:retrain; 2:unlearn	0.24296414852142334	0.0006622751553853353	0.40615	7.84405	7.60475	1.0314671751208127	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7084	0.7585
1	6590	2	0:original; 1:retrain; 2:unlearn	0.23921407063802083	0.0006009658177693685	0.44197	7.84405	7.65918	1.0241370486135593	0.0	-3.0	-3.0	0.5	0.5	0.5021	0.7066	0.7089	0.7585
