num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
3	4	0	0:original; 1:retrain; 2:unlearn	0.4490858197212219	0.0006517688433329264	0.45965	6.28251	6.21533	1.0108087583442875	0.0	59.0	59.0	0.5011	0.5011	0.5847	0.7057	0.7086	0.7401
3	4	1	0:original; 1:retrain; 2:unlearn	0.42221919298171995	0.0005887548128763834	0.91395	6.28251	6.23193	1.0081162657475293	0.0	59.0	59.0	0.5011	0.5011	0.5847	0.7057	0.7086	0.7401
3	4	2	0:original; 1:retrain; 2:unlearn	0.37810114622116087	0.0005726178487141927	0.45231	6.28251	6.22743	1.0088447401255414	0.0	59.0	59.0	0.5011	0.5011	0.5847	0.7057	0.7089	0.7401
3	33	0	0:original; 1:retrain; 2:unlearn	0.41767971913019813	0.0013044277826944988	0.93659	6.27144	6.33394	0.9901325241476869	0.0	-71.0	-71.0	0.5011	0.5011	0.5651	0.7057	0.7052	0.7617
3	33	1	0:original; 1:retrain; 2:unlearn	0.4160123229026794	0.0008881409962972005	0.41946	6.27144	6.2428	1.0045876850131352	0.0	-71.0	-71.0	0.5011	0.5011	0.5651	0.7057	0.7104	0.7617
3	33	2	0:original; 1:retrain; 2:unlearn	0.41468884150187174	0.0009408275286356608	0.91713	6.27144	6.32245	0.9919319251239631	0.0	-71.0	-71.0	0.5011	0.5011	0.5651	0.7057	0.6968	0.7617
3	330	0	0:original; 1:retrain; 2:unlearn	0.4162664651870728	0.0011714816093444825	0.89058	6.27305	6.41307	0.9781664631759827	0.0	-37.0	-37.0	0.5011	0.5011	0.5306	0.7057	0.7171	0.7678
3	330	1	0:original; 1:retrain; 2:unlearn	0.4094573458035787	0.0011797388394673666	0.84734	6.27305	6.23735	1.005723584535099	0.0	-37.0	-37.0	0.5011	0.5011	0.5306	0.7057	0.7104	0.7678
3	330	2	0:original; 1:retrain; 2:unlearn	0.4079654574394226	0.0011406064033508301	0.42452	6.27305	6.22393	1.0078921196093142	0.0	-37.0	-37.0	0.5011	0.5011	0.5306	0.7057	0.7105	0.7678
3	1648	0	0:original; 1:retrain; 2:unlearn	0.3820957660675049	0.001194171110788981	0.33896	6.27226	6.19469	1.0125220148223721	0.0	-43.0	-43.0	0.5011	0.5011	0.5371	0.7057	0.709	0.7734
3	1648	1	0:original; 1:retrain; 2:unlearn	0.38428628047307334	0.0012146512667338054	0.87862	6.27226	6.23123	1.0065845747950244	0.0	-43.0	-43.0	0.5011	0.5011	0.5371	0.7057	0.7074	0.7734
3	1648	2	0:original; 1:retrain; 2:unlearn	0.38002941608428953	0.0012742161750793457	0.89982	6.27226	6.24779	1.0039165849044223	0.0	-43.0	-43.0	0.5011	0.5011	0.5371	0.7057	0.6978	0.7734
3	3295	0	0:original; 1:retrain; 2:unlearn	0.38418717781702677	0.0013274788856506349	0.37415	6.27164	6.24304	1.0045811015146466	-1.0	-46.0	-45.0	0.5011	0.5021	0.5448	0.7057	0.7009	0.7727
3	3295	1	0:original; 1:retrain; 2:unlearn	0.37141985893249513	0.0013241211573282877	0.91923	6.27164	6.1375	1.0218558044806516	0.0	-46.0	-46.0	0.5011	0.5011	0.5448	0.7057	0.7089	0.7727
3	3295	2	0:original; 1:retrain; 2:unlearn	0.3771806518236796	0.00136794646581014	0.97527	6.27164	6.25888	1.0020387034101947	0.0	-46.0	-46.0	0.5011	0.5011	0.5448	0.7057	0.701	0.7727
3	6590	0	0:original; 1:retrain; 2:unlearn	0.3345103104909261	0.0014135122299194336	1.00001	6.27163	6.1227	1.0243242360396556	-5.0	-50.0	-45.0	0.5011	0.5042	0.5441	0.7057	0.7002	0.7729
3	6590	1	0:original; 1:retrain; 2:unlearn	0.3226125796635946	0.0013295690218607585	0.95736	6.27163	6.12091	1.0246237895999124	-1.0	-50.0	-49.0	0.5011	0.5016	0.5441	0.7057	0.704	0.7729
3	6590	2	0:original; 1:retrain; 2:unlearn	0.33115318218866985	0.0014403541882832846	0.97125	6.27163	6.14969	1.0198286417689348	-15.0	-50.0	-35.0	0.5011	0.51	0.5441	0.7057	0.6991	0.7729
