num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
1	4	0	0:original; 1:retrain; 2:unlearn	0.29846234718958536	0.00019838809967041016	0.07717	6.26745	6.27763	0.998378368906737	2.0	-248.0	-250.0	0.5294	0.5296	0.5753	0.5835	0.5835	0.6908
1	4	1	0:original; 1:retrain; 2:unlearn	0.28077510992685956	0.0001838366190592448	0.0776	6.26745	6.2859	0.9970648594473346	-3.0	-248.0	-245.0	0.5294	0.5299	0.5753	0.5835	0.5835	0.6908
1	4	2	0:original; 1:retrain; 2:unlearn	0.2711115002632141	0.00021143754323323569	0.08507	6.26745	6.26659	1.0001372357215008	-7.0	-248.0	-241.0	0.5294	0.53	0.5753	0.5835	0.5826	0.6908
1	33	0	0:original; 1:retrain; 2:unlearn	0.3079641819000244	0.00023527542750040691	0.07855	6.26745	6.29155	0.9961694653940604	-2.0	-248.0	-246.0	0.5294	0.5296	0.5753	0.5835	0.5836	0.6908
1	33	1	0:original; 1:retrain; 2:unlearn	0.3054615259170532	0.00027339458465576173	0.06872	6.26745	6.28042	0.9979348514908238	-5.0	-248.0	-243.0	0.5294	0.53	0.5753	0.5835	0.5834	0.6908
1	33	2	0:original; 1:retrain; 2:unlearn	0.30848023494084675	0.00020016034444173176	0.08062	6.26745	6.26127	1.000987020205166	-3.0	-248.0	-245.0	0.5294	0.5299	0.5753	0.5835	0.583	0.6908
1	326	0	0:original; 1:retrain; 2:unlearn	0.30428233941396077	0.00036697785059611003	0.11145	6.28048	6.25952	1.0033484995654618	-7.0	-282.0	-275.0	0.5294	0.53	0.5757	0.5835	0.5824	0.6438
1	326	1	0:original; 1:retrain; 2:unlearn	0.3754623333613078	0.0002772609392801921	0.08443	6.28048	6.27835	1.0003392611115978	-6.0	-282.0	-276.0	0.5294	0.5299	0.5757	0.5835	0.5827	0.6438
1	326	2	0:original; 1:retrain; 2:unlearn	0.340608807404836	0.0002619226773579915	0.08231	6.28048	6.261	1.0031113240696374	-2.0	-282.0	-280.0	0.5294	0.5301	0.5757	0.5835	0.5826	0.6438
1	1629	0	0:original; 1:retrain; 2:unlearn	0.2747035106023153	0.00027513901392618815	0.10527	6.27965	6.24646	1.0053134095151495	-2.0	-264.0	-262.0	0.5294	0.5322	0.5716	0.5835	0.583	0.6412
1	1629	1	0:original; 1:retrain; 2:unlearn	0.25658506552378335	0.0003938794136047363	0.12765	6.27965	6.24889	1.0049224742314236	-1.0	-264.0	-263.0	0.5294	0.5321	0.5716	0.5835	0.5832	0.6412
1	1629	2	0:original; 1:retrain; 2:unlearn	0.2615761439005534	0.0003987868626912435	0.13439	6.27965	6.23951	1.0064331974786482	0.0	-264.0	-264.0	0.5294	0.532	0.5716	0.5835	0.5828	0.6412
1	3257	0	0:original; 1:retrain; 2:unlearn	0.26133864720662436	0.00042319297790527344	0.13772	6.28102	6.21478	1.0106584625682646	-2.0	-273.0	-271.0	0.5294	0.5322	0.5735	0.5835	0.5833	0.6407
1	3257	1	0:original; 1:retrain; 2:unlearn	0.25464667479197184	0.00033435026804606117	0.13587	6.28102	6.22869	1.0084014455688113	3.0	-273.0	-276.0	0.5294	0.5322	0.5735	0.5835	0.5841	0.6407
1	3257	2	0:original; 1:retrain; 2:unlearn	0.2571967879931132	0.00038065512975056964	0.13881	6.28102	6.19561	1.0137855675228105	-3.0	-273.0	-270.0	0.5294	0.5323	0.5735	0.5835	0.5828	0.6407
1	6513	0	0:original; 1:retrain; 2:unlearn	0.2413599173227946	0.0003812114397684733	0.22906	6.28043	6.1249	1.0253930676419207	-102.0	-271.0	-169.0	0.5294	0.5469	0.5731	0.5835	0.5838	0.6427
1	6513	1	0:original; 1:retrain; 2:unlearn	0.24624691804250082	0.0004526217778523763	0.19045	6.28043	6.14016	1.0228446815718157	-14.0	-271.0	-257.0	0.5294	0.5355	0.5731	0.5835	0.5844	0.6427
1	6513	2	0:original; 1:retrain; 2:unlearn	0.245692245165507	0.0003950198491414388	0.21711	6.28043	6.13923	1.0229996269890522	-104.0	-271.0	-167.0	0.5294	0.5472	0.5731	0.5835	0.5843	0.6427
