num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
1	2	0	0:original; 1:retrain; 2:unlearn	0.10211683909098307	0.0003118753433227539	0.01961	5.29686	5.28967	1.0013592530346882	-1.0	679.0	680.0	0.5643	0.5651	0.6266	0.7509	0.7508	0.6737
1	2	1	0:original; 1:retrain; 2:unlearn	0.11734995047251383	0.00033412377039591473	0.01885	5.29686	5.30096	0.9992265551900033	0.0	679.0	679.0	0.5643	0.5649	0.6266	0.7509	0.751	0.6737
1	2	2	0:original; 1:retrain; 2:unlearn	0.103787362575531	0.00034808715184529623	0.02494	5.29686	5.28754	1.0017626344197867	0.0	679.0	679.0	0.5643	0.5643	0.6266	0.7509	0.7508	0.6737
1	12	0	0:original; 1:retrain; 2:unlearn	0.11030718882878622	0.0005327224731445313	0.02861	5.27125	5.26476	1.0012327247585835	1.0	19.0	18.0	0.5643	0.5641	0.5411	0.7509	0.7509	0.7381
1	12	1	0:original; 1:retrain; 2:unlearn	0.1028322696685791	0.0004780928293863932	0.01743	5.27125	5.26808	1.0006017372553189	1.0	19.0	18.0	0.5643	0.5646	0.5411	0.7509	0.7509	0.7381
1	12	2	0:original; 1:retrain; 2:unlearn	0.11459050575892131	0.0005394061406453451	0.02254	5.27125	5.26848	1.0005257683430515	-1.0	19.0	20.0	0.5643	0.5656	0.5411	0.7509	0.7509	0.7381
1	118	0	0:original; 1:retrain; 2:unlearn	0.11194083293279013	0.0005551417668660482	0.02613	5.26957	5.26423	1.0010143933680709	-1.0	-18.0	-17.0	0.5643	0.5656	0.5994	0.7509	0.7509	0.7578
1	118	1	0:original; 1:retrain; 2:unlearn	0.10000697771708171	0.00049285888671875	0.02423	5.26957	5.26716	1.0004575520774004	0.0	-18.0	-18.0	0.5643	0.5649	0.5994	0.7509	0.7509	0.7578
1	118	2	0:original; 1:retrain; 2:unlearn	0.10306137800216675	0.000541520118713379	0.03001	5.26957	5.26628	1.0006247294105137	-1.0	-18.0	-17.0	0.5643	0.5656	0.5994	0.7509	0.7508	0.7578
1	586	0	0:original; 1:retrain; 2:unlearn	0.0943372130393982	0.0007586161295572917	0.0786	5.26934	5.24298	1.0050276751008014	-2.0	-5.0	-3.0	0.5643	0.5693	0.6061	0.7509	0.7512	0.7558
1	586	1	0:original; 1:retrain; 2:unlearn	0.13745401700337728	0.0006406664848327637	0.07871	5.26934	5.24161	1.0052903592598457	-4.0	-5.0	-1.0	0.5643	0.5703	0.6061	0.7509	0.7512	0.7558
1	586	2	0:original; 1:retrain; 2:unlearn	0.14275423288345337	0.0005858262379964192	0.07242	5.26934	5.24657	1.0043399783096385	-2.0	-5.0	-3.0	0.5643	0.5688	0.6061	0.7509	0.7511	0.7558
1	1171	0	0:original; 1:retrain; 2:unlearn	0.11462798913319906	0.0005857825279235839	0.14967	5.26767	5.20186	1.0126512439781155	-9.0	1.0	10.0	0.5643	0.5789	0.5897	0.7509	0.7515	0.7559
1	1171	1	0:original; 1:retrain; 2:unlearn	0.09218944708506266	0.0005895614624023438	0.14754	5.26767	5.19635	1.0137250185226168	-9.0	1.0	10.0	0.5643	0.5794	0.5897	0.7509	0.7514	0.7559
1	1171	2	0:original; 1:retrain; 2:unlearn	0.09355764786402385	0.0006420095761617025	0.15013	5.26767	5.20269	1.0124896928319773	-10.0	1.0	11.0	0.5643	0.5791	0.5897	0.7509	0.7516	0.7559
1	2342	0	0:original; 1:retrain; 2:unlearn	0.08440402348836264	0.000632015864054362	0.29897	5.26614	5.16717	1.0191536179378655	-17.0	-4.0	13.0	0.5643	0.5932	0.5672	0.7509	0.752	0.7547
1	2342	1	0:original; 1:retrain; 2:unlearn	0.08179816802342733	0.0006161053975423177	0.28997	5.26614	5.16758	1.019072757460939	-15.0	-4.0	11.0	0.5643	0.5923	0.5672	0.7509	0.7521	0.7547
1	2342	2	0:original; 1:retrain; 2:unlearn	0.08627440134684244	0.0007608970006306966	0.29469	5.26614	5.16835	1.0189209322124082	-16.0	-4.0	12.0	0.5643	0.5925	0.5672	0.7509	0.752	0.7547
