num_prot	n	iter	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
2	2	0	0:original; 1:retrain; 2:unlearn	0.1270453691482544	0.0005220770835876465	1.77656	5.19692	5.22397	0.994821945761557	1.0	284.0	283.0	0.636	0.6353	0.6111	0.7587	0.7587	0.6719
2	2	1	0:original; 1:retrain; 2:unlearn	0.11997466882069906	0.0005393862724304199	1.78115	5.19692	5.2251	0.994606801783698	0.0	284.0	284.0	0.636	0.6365	0.6111	0.7587	0.7587	0.6719
2	2	2	0:original; 1:retrain; 2:unlearn	0.12711440324783324	0.00046917200088500974	0.0099	5.19692	5.19707	0.9999711375832921	0.0	284.0	284.0	0.636	0.636	0.6111	0.7587	0.7587	0.6719
2	12	0	0:original; 1:retrain; 2:unlearn	0.12371296485265096	0.000823060671488444	0.01324	5.18673	5.18731	0.9998881886758262	1.0	-9.0	-10.0	0.636	0.6358	0.624	0.7587	0.7587	0.7549
2	12	1	0:original; 1:retrain; 2:unlearn	0.12415769100189208	0.000841375192006429	0.00993	5.18673	5.18574	1.000190908144257	1.0	-9.0	-10.0	0.636	0.6353	0.624	0.7587	0.7587	0.7549
2	12	2	0:original; 1:retrain; 2:unlearn	0.12156207958857218	0.0008306344350179037	0.01548	5.18673	5.18833	0.9996916156065633	1.0	-9.0	-10.0	0.636	0.6358	0.624	0.7587	0.7587	0.7549
2	118	0	0:original; 1:retrain; 2:unlearn	0.12540504137674968	0.0009570519129435221	1.77554	5.1818	5.20488	0.9955656998816494	-1.0	27.0	28.0	0.636	0.6377	0.6395	0.7587	0.7586	0.7558
2	118	1	0:original; 1:retrain; 2:unlearn	0.12475817203521729	0.000898889700571696	0.02084	5.1818	5.18309	0.9997511137178787	-1.0	27.0	28.0	0.636	0.6377	0.6395	0.7587	0.7586	0.7558
2	118	2	0:original; 1:retrain; 2:unlearn	0.1295350193977356	0.0011148452758789062	1.77536	5.1818	5.20475	0.9955905663096211	-1.0	27.0	28.0	0.636	0.6377	0.6395	0.7587	0.7586	0.7558
2	586	0	0:original; 1:retrain; 2:unlearn	0.11946769555409749	0.0009902199109395346	1.78166	5.18305	5.20166	0.9964222959593667	2.0	114.0	112.0	0.636	0.6396	0.6616	0.7587	0.7593	0.7693
2	586	1	0:original; 1:retrain; 2:unlearn	0.114468514919281	0.0009126424789428711	1.78488	5.18305	5.20122	0.9965065888387723	3.0	114.0	111.0	0.636	0.6393	0.6616	0.7587	0.7593	0.7693
2	586	2	0:original; 1:retrain; 2:unlearn	0.12347029050191244	0.0013620535532633464	1.78201	5.18305	5.19933	0.9968688273296752	1.0	114.0	113.0	0.636	0.6393	0.6616	0.7587	0.7592	0.7693
2	1171	0	0:original; 1:retrain; 2:unlearn	0.1167881449063619	0.0012866814931233725	1.78102	5.18281	5.19005	0.9986050230729954	12.0	82.0	70.0	0.636	0.6378	0.6598	0.7587	0.7583	0.7688
2	1171	1	0:original; 1:retrain; 2:unlearn	0.11634322802225748	0.0009783307711283367	1.77972	5.18281	5.18935	0.9987397265553489	12.0	82.0	70.0	0.636	0.6378	0.6598	0.7587	0.7583	0.7688
2	1171	2	0:original; 1:retrain; 2:unlearn	0.13409926891326904	0.0011123339335123697	0.09457	5.18281	5.16449	1.0035473008951514	11.0	82.0	71.0	0.636	0.6381	0.6598	0.7587	0.7583	0.7688
2	2342	0	0:original; 1:retrain; 2:unlearn	0.11205227375030517	0.001093463102976481	1.78597	5.18245	5.18222	1.00004438252332	18.0	82.0	64.0	0.636	0.6415	0.6588	0.7587	0.7594	0.7708
2	2342	1	0:original; 1:retrain; 2:unlearn	0.1119089404741923	0.0010486324628194174	1.78723	5.18245	5.1809	1.000299175818873	18.0	82.0	64.0	0.636	0.6415	0.6588	0.7587	0.7595	0.7708
2	2342	2	0:original; 1:retrain; 2:unlearn	0.11201777458190917	0.0013152480125427247	0.17754	5.18245	5.15348	1.0056214441503606	18.0	82.0	64.0	0.636	0.6415	0.6588	0.7587	0.7594	0.7708
