num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	dev_npreds_01	dev_npreds_02	dev_npreds_12	dev_acc_01	dev_acc_02	dev_acc_12	dev_auc_01	dev_auc_02	dev_auc_12
2	1	0:original; 1:retrain; 2:unlearn	0.00019944111506144205	0.0004746397336324056	0.9595276221773665	0.9595276221773665	0.9329600452233419	0	0	0	0.0	0.0	0.0	0.00012335019119280588	-0.0017269026766992823	-0.0018502528678920882
2	5	0:original; 1:retrain; 2:unlearn	0.00023959080378214517	0.0006198207537333171	0.7054652469855811	0.7054652469855811	0.7035861956778484	0	1	1	0.0	0.00714301691910646	0.00714301691910646	-0.00024670038238561176	0.0014802022943134485	0.0017269026766990603
2	20	0:original; 1:retrain; 2:unlearn	0.0002410888671875	0.0009633302688598633	0.8591902242585006	0.8591902242585006	0.8441053434495269	0	4	4	0.0	0.004506927169268815	0.004506927169268815	-0.00012335019119280588	-0.002096953250277478	-0.001973603059084672
2	30	0:original; 1:retrain; 2:unlearn	0.00021935701370239257	0.0009269833564758301	0.9278887595789667	0.9278887595789667	0.929761704638748	0	0	0	0.0	0.0	0.0	-0.00012335019119280588	-0.0014802022943135595	-0.0013568521031207537
2	50	0:original; 1:retrain; 2:unlearn	0.00019840796788533527	0.0009529749552408854	0.9036867471044869	0.9036867471044869	0.8829115958388432	0	4	4	0.0	0.004506927169268815	0.004506927169268815	0.00024670038238561176	-0.0013568521031207537	-0.0016035524855063654
2	100	0:original; 1:retrain; 2:unlearn	0.00018569231033325196	0.0008694688479105631	0.910713741390957	0.910713741390957	0.8895770505939415	0	3	3	0.0	-0.0022035831218041313	-0.0022035831218041313	-0.0006167509559640294	-0.0023436536326630897	-0.0017269026766990603
