num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
2	519	0:original; 1:retrain; 2:unlearn	0.26108548243840535	0.0009956280390421548	0.84166	6.71717	6.74369	0.996067434890987	0.0	-30.0	-30.0	0.5	0.5	0.524	0.6915	0.6942	0.7575
2	4838	0:original; 1:retrain; 2:unlearn	0.2276304562886556	0.0008097489674886068	0.53745	6.72412	6.49128	1.035869658988674	-2.0	-10.0	-8.0	0.5	0.5011	0.5077	0.6915	0.6892	0.7611
2	28780	0:original; 1:retrain; 2:unlearn	0.03406481345494588	0.0013686656951904298	2.71436	6.75275	4.98365	1.3549807871740591	-73.0	-74.0	-1.0	0.5	0.588	0.5885	0.6915	0.5084	0.7596
2	32731	0:original; 1:retrain; 2:unlearn	0.0018857995669047038	0.0014707803726196288	3.59028	6.76575	4.45812	1.5176240208877283	5223.0	-76.0	-5299.0	0.5	0.4982	0.5915	0.6915	0.5726	0.7555
