num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
3	9	0:original; 1:retrain; 2:unlearn	0.8800734043121338	0.0012003342310587565	0.31828	7.27091	7.26201	1.0012255560099752	0.13	1.41	1.28	0.5883	0.5871	0.5881	0.64	0.6369	0.6205
3	815	0:original; 1:retrain; 2:unlearn	0.594715933005015	0.0013733824094136556	0.31477	7.26687	7.28762	0.9971527055472156	0.5	-0.24	-0.74	0.5883	0.5826	0.5938	0.64	0.6369	0.6455
3	4071	0:original; 1:retrain; 2:unlearn	0.5411778728167216	0.0014971415201822916	0.8712	7.26692	7.27428	0.9989882160158806	0.0	-0.34	-0.34	0.5883	0.5891	0.5957	0.64	0.6382	0.6431
3	16283	0:original; 1:retrain; 2:unlearn	0.5219853520393372	0.0021241307258605957	0.74137	7.2669	7.23924	1.0038208430719247	-0.06	-0.51	-0.45	0.5883	0.5903	0.5983	0.64	0.6362	0.6429
3	24424	0:original; 1:retrain; 2:unlearn	0.5717089772224426	0.002545781930287679	0.3348	7.26696	7.2243	1.0059050703874424	-0.23	-0.47	-0.24	0.5883	0.5928	0.5985	0.64	0.6372	0.6423
