num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
2	16	0:original; 1:retrain; 2:unlearn	0.6422906279563904	0.0011221011479695638	0.28026	4.71866	4.68697	1.0067612978107392	0.0	22.17	22.17	0.3333	0.3333	0.4394	0.6873	0.6873	0.7122
2	7611	0:original; 1:retrain; 2:unlearn	0.6130165815353393	0.002278435230255127	0.42578	4.67942	4.58064	1.0215646721855463	0.0	16.08	16.08	0.3333	0.3333	0.4689	0.6873	0.6872	0.7739
2	1523	0:original; 1:retrain; 2:unlearn	0.6376471559206645	0.001874852180480957	0.44125	4.68357	4.63957	1.0094836374922675	0.0	17.5	17.5	0.3333	0.3333	0.4739	0.6873	0.6873	0.7746
2	30442	0:original; 1:retrain; 2:unlearn	0.5281821846961975	0.0037068684895833334	0.33626	4.75106	4.45735	1.0658934120048909	0.0	34.33	34.33	0.3333	0.3333	0.4094	0.6873	0.6882	0.7561
2	45663	0:original; 1:retrain; 2:unlearn	0.47750327984491986	0.004372747739156088	0.42048	4.75017	4.3525	1.091365881677197	0.0	31.46	31.46	0.3333	0.3333	0.4258	0.6873	0.6892	0.7553
