num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
1	16	0:original; 1:retrain; 2:unlearn	0.5246503869692485	0.0008181174596150716	0.36829	5.84049	5.83434	1.001054103806086	0.0	21.26	21.26	0.3333	0.3333	0.462	0.6879	0.6871	0.7538
1	7611	0:original; 1:retrain; 2:unlearn	0.5029345472653707	0.0014390826225280761	0.47744	5.77563	5.65729	1.0209181427856802	0.0	24.26	24.26	0.3333	0.3333	0.4709	0.6879	0.6882	0.795
1	1523	0:original; 1:retrain; 2:unlearn	0.5199560999870301	0.0010924895604451498	0.41045	5.77978	5.77253	1.0012559484316235	0.0	23.9	23.9	0.3333	0.3333	0.4828	0.6879	0.688	0.7962
1	30442	0:original; 1:retrain; 2:unlearn	0.42882439295450847	0.002442316214243571	0.51415	5.77692	5.48156	1.0538824714132473	0.0	25.5	25.5	0.3333	0.3333	0.4753	0.6879	0.6883	0.794
1	45663	0:original; 1:retrain; 2:unlearn	0.3899923086166382	0.0032863537470499676	0.64656	5.77719	5.37844	1.07413859780903	0.0	25.63	25.63	0.3333	0.3333	0.462	0.6879	0.6888	0.7952
