num_prot	n	Mapping	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	prot_dev_02by12	dev_nAcc_01	dev_nAcc_02	dev_nAcc_12	Acc_M0	Acc_M1	Acc_M2	AUC_M0	AUC_M1	AUC_M2
2	2	0:original; 1:retrain; 2:unlearn	0.09081292549769084	0.00038338899612426757	0.00738	5.18291	5.18221	1.0001350775055429	0.0	-8.0	-8.0	0.636	0.636	0.6142	0.7587	0.7587	0.7548
2	118	0:original; 1:retrain; 2:unlearn	0.07174206177393595	0.0006474971771240235	0.01766	5.18354	5.18151	1.0003917776864273	-1.0	101.0	102.0	0.636	0.6377	0.6671	0.7587	0.7587	0.7683
2	586	0:original; 1:retrain; 2:unlearn	0.11683726708094279	0.0013275663057963052	1.77476	5.18311	5.196	0.9975192455735181	3.0	61.0	58.0	0.636	0.6388	0.6585	0.7587	0.7591	0.7678
2	2342	0:original; 1:retrain; 2:unlearn	0.07390513817469278	0.0007578730583190918	0.17186	5.18224	5.14917	1.0064223942887884	16.0	85.0	69.0	0.636	0.644	0.6636	0.7587	0.7593	0.7706
2	3513	0:original; 1:retrain; 2:unlearn	0.05778754949569702	0.0008146484692891439	0.26616	5.18227	5.13676	1.0088596702980088	22.0	90.0	68.0	0.636	0.6451	0.663	0.7587	0.7604	0.7685
