	solver_type	prot_per_class	num_unlearned_samples	iter	et_retrain	et_unlearn	prot_dev_01	prot_dev_02	prot_dev_12	n_retrain	tr_M0_nAcc	tr_M1_nAcc	tr_retain_corr_M1	tr_lost_preds_M1	tr_imp_corr_M1	tr_M2_nAcc	tr_retain_corr_M2	tr_lost_preds_M2	tr_imp_corr_M2	tr_M0_Bacc	tr_M1_Bacc	tr_M2_Bacc	tr_M0_AUC	tr_M1_AUC	tr_M2_AUC	n_test	te_M0_nAcc	te_M1_nAcc	te_retain_corr_M1	te_lost_preds_M1	te_imp_corr_M1	te_M2_nAcc	te_retain_corr_M2	te_lost_preds_M2	te_imp_corr_M2	te_M0_Bacc	te_M1_Bacc	te_M2_Bacc	te_M0_AUC	te_M1_AUC	te_M2_AUC
16	wgd	1	6590	1	0.0027283310890197	0.0006346901257832	0.00871	5.05557	5.05789	26978	17880.0	17866.0	17863	17	3	18350.0	12480	5400	5870	0.6911	0.6912	0.6456	0.7399	0.7395	0.7115	8238	5449.0	5445.0	5442	7	3	5563.0	3813	1636	1750	0.6846	0.6857	0.6411	0.7318	0.7314	0.7083
17	wgd	1	6590	2	0.0026740988095601	0.0006536722183227	0.01303	5.05563	5.05693	26969	17848.0	17849.0	17842	6	7	19809.0	14639	3209	5170	0.6932	0.6935	0.6918	0.7402	0.739	0.7634	8238	5449.0	5450.0	5446	3	4	6047.0	4463	986	1584	0.6846	0.686	0.6924	0.7318	0.7304	0.759
0	wgd	2	4	0	0.0040957331657409	0.0004954616228739	0.01169	5.06203	5.0577	32946	21900.0	21898.0	21896	4	2	20680.0	16023	5877	4657	0.6886	0.6887	0.6112	0.7386	0.7389	0.6859	8238	5457.0	5459.0	5457	0	2	5200.0	4031	1426	1169	0.6818	0.6829	0.6129	0.7317	0.7318	0.6807
1	wgd	2	4	1	0.0039499998092651	0.0004304329554239	0.03914	5.05657	5.052	32946	21900.0	21882.0	21861	39	21	21317.0	21079	821	238	0.6887	0.6902	0.6959	0.7387	0.7416	0.7621	8238	5457.0	5458.0	5454	3	4	5338.0	5273	184	65	0.6818	0.6833	0.6905	0.7317	0.7345	0.7542
2	wgd	2	4	2	0.0038918217023213	0.0004803538322448	0.02481	5.06221	5.06005	32946	21898.0	21866.0	21848	50	18	19484.0	14754	7144	4730	0.6886	0.6897	0.5713	0.7387	0.7379	0.6158	8238	5457.0	5454.0	5451	6	3	4888.0	3694	1763	1194	0.6818	0.6826	0.5753	0.7317	0.7306	0.6171
3	wgd	2	33	0	0.0039710323015848	0.0005937496821085	0.0328	5.05591	5.05364	32917	21882.0	21859.0	21839	43	20	16915.0	11632	10250	5283	0.6887	0.6902	0.523	0.7388	0.7416	0.567	8238	5457.0	5459.0	5454	3	5	4201.0	2865	2592	1336	0.6818	0.6838	0.5259	0.7317	0.734	0.5648
4	wgd	2	33	1	0.0045410712560017	0.000660753250122	0.03506	5.06059	5.05535	32917	21880.0	21859.0	21838	42	21	24945.0	19585	2295	5360	0.6886	0.6902	0.6373	0.7387	0.7411	0.6821	8238	5457.0	5457.0	5453	4	4	6267.0	4908	549	1359	0.6818	0.6832	0.6342	0.7317	0.7338	0.6846
5	wgd	2	33	2	0.0058367888132731	0.0007192254066467	0.02307	5.06527	5.0648	32917	21875.0	21864.0	21851	24	13	15620.0	11341	10534	4279	0.6886	0.6897	0.5066	0.7386	0.7405	0.5422	8238	5457.0	5459.0	5456	1	3	3835.0	2771	2686	1064	0.6818	0.6829	0.5008	0.7317	0.7334	0.5372
6	wgd	2	330	0	0.0044328490893046	0.0005948861440022	0.04023	5.05898	5.05449	32623	21677.0	21676.0	21668	9	8	18531.0	10536	11141	7995	0.6884	0.6884	0.5228	0.7387	0.7395	0.5403	8238	5457.0	5456.0	5455	2	1	4734.0	2683	2774	2051	0.6818	0.6813	0.5297	0.7317	0.7326	0.5496
7	wgd	2	330	1	0.0033196528752644	0.0008872350056966	0.03206	5.05763	5.05483	32622	21687.0	21678.0	21665	22	13	22050.0	15330	6357	6720	0.6887	0.6896	0.5813	0.739	0.7394	0.6291	8238	5457.0	5460.0	5456	1	4	5597.0	3907	1550	1690	0.6818	0.6834	0.5856	0.7317	0.7322	0.6386
8	wgd	2	330	2	0.0040643135706583	0.0007836540540059	0.03363	5.0593	5.0564	32621	21676.0	21649.0	21627	49	22	16547.0	8682	12994	7865	0.6886	0.6902	0.4597	0.7385	0.7411	0.452	8238	5457.0	5457.0	5452	5	5	4176.0	2205	3252	1971	0.6818	0.6837	0.4561	0.7317	0.7338	0.4582
9	wgd	2	1648	0	0.0040157993634541	0.0007100741068522	0.02812	5.05765	5.05479	31348	20846.0	20846.0	20840	6	6	23884.0	16742	4104	7142	0.6893	0.6897	0.6183	0.7387	0.7383	0.6474	8238	5457.0	5457.0	5456	1	1	6282.0	4427	1030	1855	0.6818	0.6818	0.625	0.7317	0.7314	0.6494
10	wgd	2	1648	1	0.0024118145306905	0.000603703657786	0.04029	5.05794	5.05894	31334	20791.0	20776.0	20759	32	17	17276.0	9455	11336	7821	0.6872	0.6886	0.5154	0.7379	0.7385	0.542	8238	5457.0	5457.0	5454	3	3	4571.0	2518	2939	2053	0.6818	0.6828	0.5144	0.7317	0.7326	0.5382
11	wgd	2	1648	2	0.0023868123690287	0.0005304813385009	0.03912	5.05796	5.05424	31340	20827.0	20806.0	20784	43	22	17665.0	10139	10688	7526	0.6877	0.6894	0.5282	0.7378	0.7384	0.552	8238	5457.0	5457.0	5453	4	4	4645.0	2685	2772	1960	0.6818	0.6832	0.5386	0.7317	0.7324	0.5608
